Organization Id,Organization Name,Short Name,Organization Description,Organization Summary,Organization Type,Status,Website Url,Facebook Url,Instagram Url,Twitter Url,YouTube Channel Url,Parent Organization Name
338342,Women in PreHealth Science,WIPS,"<p>Hello and Welcome to the Women in PreHealth Science Club at the University of Oregon! Our group of women works alongside one another to achieve our goals in the prehealth fields, and prepare for what is to come after we achieve our undergraduate degrees. We lovingly welcome all marginalized gender/sex identities and allies. We have a place for all people who are interested the prehealth field especially people looking to go to medical school, PA school, Nursing School, Veterinarian school, dental school, and all other graduate programs for nutritionists, occupational therapists, athletic trainers etc.&nbsp;</p>","Women in Prehealth Sciences' club gives women a place to grow together and support one another while providing a chain of professional connections, study sessions, and other opportunities to ease the transition from College into Health Fields",Independent Student Organization,Active,,,https://www.instagram.com/uowips/,,,CSI Registered Student Organizations
338469,iOS Development Club,iOS DC,"<p>iOS Development Club has built a community of students that are actively pursuing learning the tools and skills to make iOS applications. The club meetings are workshops, iOS developer interviews, and other fun and informative events.</p>","iOS Development Club has built a community of students that are actively pursuing learning the tools and skills to make iOS applications. Workshops,  iOS developer interviews, and other fun and informative events. aka iOS Dev Club iOS Club",Department Facilitated,Active,https://appledevelopmentcl.wixsite.com/uoiosclub,,,,,CSI Registered Student Organizations
339799,Asian Pacific American Medical Student Association,APAMSA,"<p>APAMSA is the Asian Pacific American Medical Student Association. Our mission is to&nbsp;address the unique health challenges of Asian and Pacific Islander American (APIA) communities, as well as provide mentorship, connections, and support for students who wish to pursue careers in the health field.</p>",APAMSA is an organization that aims to address issues important to Asian American and Pacific Islander medical students.,Independent Student Organization,Active,https://www.apamsa.org/about-us/mission-and-history,,,,,CSI Registered Student Organizations
341039,JHealth Pre-Health Society,JHealth ,"<p>This club would be a branch of the national organization sponsored by Olami, a non-profit organizations, which aims to support Jewish pre-health students.&nbsp;</p>","Built upon the principle of community, JHealth is part of a national organization that supports Jewish  individuals who aspire to be professionals in various health-related fields by offering unique experiences and opportunities to pre-health students.",Independent Student Organization,Active,https://olami.org/jhealth/,,,,,CSI Registered Student Organizations
342520,Pickleball Club at University of Oregon,Pickleball Club,"<div>Unfortunately, myself and the other organizing officers are no longer in Eugene. Because of this, there will be no formal get togethers or open play nights. HOWEVER, please feel free to use the Pickleball Club GroupMe to communicate&nbsp;with each other and find others who are interested in playing. There are 26 of you, so there is a pretty good chance that there is still enough interest to find games.</div>\r\n<div>&nbsp;</div>\r\n<div>The link for the GroupMe is:</div>\r\n<div>&nbsp;</div>\r\n<div><a href=""https://groupme.com/join_group/71172231/Wmkfz2Px"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"" data-saferedirecturl=""https://www.google.com/url?q=https://groupme.com/join_group/71172231/Wmkfz2Px&amp;source=gmail&amp;ust=1664300618541000&amp;usg=AOvVaw0foQHCdfCgRb-yDwT5aEtQ"" data-safelink=""true"" data-linkindex=""0"">https://groupme.com/join_group/71172231/Wmkfz2Px</a></div>\r\n<div>&nbsp;</div>\r\n<div>If you have any questions, or would like any info about the pickleball scene in Eugene, don't hesitate to reach out to me with any questions.</div>","A group for those who love pickleball, or want to learn how to play!",Independent Student Organization,Active,https://groupme.com/join_group/71172231/Wmkfz2Px,,,,,CSI Registered Student Organizations
343432,JStreetU ,,"<p>J Street U is the student organizing arm of J Street, the political home for pro-Israel, pro-peace Americans.We are a nationwide movement of campus chapters advocating and educating on colleges and universities, in our communities and on Capitol Hill for vigorous and sustained American leadership in facilitating a negotiated, two-state resolution to the Israeli-Palestinian conflict.   We are deeply committed to ensuring Israel&rsquo;s future as the democratic homeland of the Jewish people, which can only be secured through a two-state resolution.&nbsp;</p>",JStreet U Is a student run organization focused on education and advocacy for a peaceful transition to a two-state solution to the Israeli-Palestinian Conflict. ,Independent Student Organization,Active,https://jstreet.org/j-street-u,,,,,CSI Registered Student Organizations
343433,Magic the Gathering Club,MtG Club,"<p>Welcome to Magic: the Gathering club! We are a group of people looking to play/talk/trade anything that has to do with the popular trading card game Magic! Feel free to email us with any questions or concerns you may have and if you're interested in joining, please join our <strong><a href=""https://discord.gg/kyDRXruYQb"">Discord.</a>&nbsp;</strong>All skill levels from beginner to competitive players are welcome! Left your collection at home or just wanting to learn the game? Don't worry! We have plenty of decks to lend out both to those slinging their first spells and legacy grinders trying their hand at commander.</p>\r\n<p>&nbsp;</p>\r\n<p>We meet weekly Mondays from 6-9pm in Anstett 195 for the Winter 2023 term. If you need to arrive late or leave early, feel free to hangout for as long as you can and we'll make it work.</p>\r\n<p>&nbsp;</p>\r\n<p>We also have secondary meetings every other Wednesday, join our Discord for more details.</p>","A club focused around popular trading card game Magic the Gathering. We welcome both casual and competitive players and actively play commander, cube, and various 60 card formats.",Independent Student Organization,Active,https://discord.gg/kyDRXruYQb,,,,,CSI Registered Student Organizations
346030,Students for Labor Union Growth,SLUG,,Students for Labor Union Growth is an organization that pushes the labor movement to the forefront of our discourse. Members learn about the labor movement past and present and are connected with opportunities to work alongside unions.,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
346789,MTNA Collegiate chapter at the University of Oregon,,,The purpose of this organization is to advance the value and study of music making to society and to support the professionalism of music teachers. ,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
346822,UO Chapter of the Hispanic Public Relations Association,Unidos at UO,"<p>Welcome to The UO Chapter of the Hispanic Public Relations Association (Unidos at UO). We exist to provide a space for our Hispanic and Latino communities who share an interest in strategic communication to come together, network, and develop professional communication skills. You only need to have an interest in communication to join us.</p>\r\n<p>&nbsp;</p>\r\n<p dir=""ltr"">Hispanic Public Relations Student Association (Unidos at UO) is a nationally recognized by&nbsp;<a href=""https://hprausa.org/"" target=""_blank"" rel=""noopener noreferrer"">Hispanic Public Relations Association</a>&nbsp;as the 2nd student chapter in the United States. We are a student-run club that is dedicated to increasing leadership opportunities for students majoring in public relations at the UOSOJC who identify as a part of the Hispanic or Latine communities. As well as facilitating open meetings to other majors and community members to share a space with our Hispanic and Latine comunidad and increase awareness of the diversity of who we are.&nbsp;Our goal is to continually lay down a pathway for our comunidad to form connections.&nbsp;</p>\r\n<p dir=""ltr"">How to get involved:&nbsp;1)&nbsp;Contact us via DM on instagram or twitter. 2) Send us an email to&nbsp;<a href=""mailto:unidosatuo@gmail.com"" target=""_blank"" rel=""noopener noreferrer"">unidosatuo@gmail.com</a>&nbsp;or 3) Contact our UOSOJC Academic and Club Advisor Briselda Molina Ortega by scheduling a meeting through Navigate.&nbsp;</p>\r\n<p dir=""ltr"">Linktree:&nbsp;<a href=""https://linktr.ee/unidosatuo"" target=""_blank"" rel=""noopener noreferrer"">https://linktr.ee/unidosatuo</a>&nbsp;</p>\r\n<p>&nbsp;</p>","The UO Chapter of the Hispanic Public Relations Association exists to provide a space for our Hispanic and Latino communities who share an interest in strategic communication to come together, network, and develop professional communication skills.",Department Facilitated,Active,https://blogs.uoregon.edu/unidosatuo/,,,,,CSI Registered Student Organizations
348194,1st Gen Declassified: Student Survival Guide,1GSSG,"<p>The goal of this organization is to help freshmen and sophomores who are first generation find the necessary resources and mentorship to succeed in college. In this program, we hope to provide these students with information on how to be successful, make connections with faculty, find new opportunities to further their careers and develop their interests. To implement this, the group will be comprised of third and fourth year students who want to share their experience and what they have learned. Then, they can help them with anything from picking classes to resume building, finding new opportunities, and making connections with other students and faculty that share similar interests. In this capacity, we will also reach out to professors and other UO staff members who can talk to students about a variety of things including but not limited to research, building a career, balancing life as a full time working student, imposter syndrome, and so much more. With this organization, we will be able to help many first gen students who are feeling lost and overwhelmed find their place in higher academia and be able to succeed.&nbsp;</p>",This organization works to provide academic and professional resources to first generation students who are new to college. ,Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
349135,Science of the Good Life - Positive Psychology Club,PPC,"<p><span style=""font-weight: 400;"">Our goal for this club is to create an open environment for students to learn, discuss different aspects of what makes people happier, and meet like-minded people. Members are encouraged to apply the knowledge from these meetings, so we can all be living the good life! </span></p>","This purpose of this club is to teach different aspects of positive psychology, the science behind happiness and how to implement the information into your own life to help you live the good life! ",Independent Student Organization,Active,,,https://www.instagram.com/uopositvepsych/,,,CSI Registered Student Organizations
349637,UO Presents,,"<p><span style=""font-weight: 400;"">The concept of the organization itself is simple: screen classic, critically acclaimed, art, and cult films. Films will be briefly introduced, and then shown on a big screen. Following the viewing, anyone interested in discussing the film is free to stick around for a few minutes to do so. UO Presents offers films through a critical lens of film viewership and creation; it is our aim to deliver a varied selection of genres, directors, eras, subject matters, moments in film history, and world perspectives, with the purpose of connecting the film-enjoying community and increasing film literacy and understanding campus wide.</span></p>","UO Presents is the only film-screening club on campus for critically acclaimed/cult films, showing curated works with the common goal of looking at film with a critical, filmmaking lens, along with connecting campus through the medium of film.",Department Facilitated,Active,,,https://www.instagram.com/uopresents/,,,CSI Registered Student Organizations
350858,She's the First,STF,,"A club that is apart of a nonprofit that supports women in several other countries with receiving education. The club will fundraise, and educate others on women's education rights around the world. ",Independent Student Organization,Inactive,https://shesthefirst.org/,,,,,CSI Registered Student Organizations
351121,Women in Music,WIM,"<p>This club was formed to create a safe place for women and&nbsp;underrepresented identities in the music community and to challenge the academic musical canon. We will learn about women and underrepresented genders in classical/other music, engage with their music, discuss issues of gender and feminism. We also want to bring awareness to the contributions of women and gender minorities in music throughout history and today.</p>\r\n<p>&nbsp;</p>\r\n<p>Things we plan to do include:</p>\r\n<p>- Presenting on/discussing women composers<br />- Discussing issues/stresses associated with being women in music<br />- Listening to/watching women composers/conductors/performers&nbsp;<br />- Create resources such as compilations/playlists/archives</p>\r\n<p>- Advocate for the playing and performing of music by women</p>\r\n<p>&nbsp;</p>\r\n<p>For Spring 2022, we hold meetings on Tuesdays at 6:00pm, room 142 in the Frohnmayer music building!</p>","This club is for anyone who is interested in learning about the role of women and gender minorities in music. We are mainly focused on classical music but we are open to all genres, so members from any background are welcome! ",Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
354682,Thomistic Institute,TI,"<p>The Thomistic Institute exists to promote Catholic truth in our contemporary world by strengthening the intellectual formation of Christians at universities, in the Church, and in the wider public square. The thought of St. Thomas Aquinas, the Universal Doctor of the Church, is our touchstone. The TI is an academic institute of the Pontifical Faculty of the Dominican House of Studies in Washington, D.C.</p>","The Thomistic Institute exists to promote Catholic truth in our contemporary world by strengthening the intellectual formation of Christians at universities, in the Church, and in the wider public square.",Independent Student Organization,Active,https://thomisticinstitute.org/campus-chapters/oregon,,http://www.instagram.com/uothomisticinstitute/,,,CSI Registered Student Organizations
355624,CHAARG,"Chaning Health, Attitudes, + Actions to Recreate Girls ","<p>Oregon CHAARG organization is a non-profit entity (established through the IRS as a non-profit entity) that works with but not for CHAARG Nationals.&nbsp;</p>\r\n<p>https://youtu.be/0s8Qln0nT80</p>\r\n<p>&nbsp;</p>\r\n<div class=""bodyText-large userSupplied"">\r\n<p>CHAARG at UO will provide opportunities and experiences for students to develop confidence and expand their self-awareness by engaging in activities and events that promote healthy living and fitness techniques.</p>\r\n</div>\r\n<div>\r\n<div>\r\n<div>&nbsp;</div>\r\n</div>\r\n</div>","CHAARG (Changing Health, Attitudes, + Actions to Recreate Girls) at the University of Oregon is an organization to serve students in pursuing their health and wellness goals while also creating a strong community of peers. ",Independent Student Organization,Active,https://chaarg.com/university-of-oregon ,https://www.facebook.com/oregonchaarg,https://www.instagram.com/oregon_inchaarg/,,,CSI Registered Student Organizations
356293,Game Development Club at UO,Game Dev at UO,"<p>We have fun while learning about video game production. Our learning methods include online and offline resources, group discussions, and group projects. We work together and individually to create and publish video games. We also host gaming nights and other fun social activities.</p>",Our organization works to provide our members with video game development learning resources and group project opportunities.,Independent Student Organization,Active,https://discord.gg/VxVB4g4Kqx,,,,,CSI Registered Student Organizations
356294,Duck Soup Cooking Club,,"<p>Finding the time and money to eat three meals a day often borders on the impossible for busy students. This task is made even more difficult by a lack of knowledge. But there's no need to eat a diet of prepackaged food and take-out. Duck soup cooking club is here to help!&nbsp;</p>\r\n<p>Our members get together to share cooking knowledge, create dishes, and appreciate food. We are also a team of writers and designers and produce an annual cookbook&nbsp;<em>by</em> students&nbsp;<em>for</em> students.&nbsp;</p>\r\n<p>If you simply enjoy cooking, need to learn more about it, or want to try your hand at food photography and design, please join us!&nbsp;</p>",Duck Soup is a cooking club where members meet to cook + eat together and produce an annual cookbook full of recipes by students for students! ,Independent Student Organization,Active,http://www.ducksoup.club,,https://www.instagram.com/duck.soup.cooking.club/?next=%2F,,,CSI Registered Student Organizations
356545,Korean Philanthropic Society,KPS,"<p>KPS is a club devoted to helping Koreans and people interested in Korean culture to give back to the community through charitable means through various hands-on projects.&nbsp;<span style=""font-weight: 400;"">KPS aims to make connections with people not only in school but also with people outside campus in a philanthropy sense since having the most priority on charities is the biggest purpose of the KPS.&nbsp;</span></p>",KPS is a club devoted to helping Koreans and people interested in Korean culture to give back to the community through charitable means through various hands-on projects.,Independent Student Organization,Active,https://www.instagram.com/uo_kps/,,,,,CSI Registered Student Organizations
357934,Students Demand Action- UO,,<p>SDA is a non profit that seeks to advance solutions to gun violence. This club is being brought to the UO campus in order to allow the community to come together during gun violence related tragedies &amp; honor the lives lost while trying to make a change.</p>,SDA is a non profit that seeks to advance solutions to gun violence. This club is being brought to the UO campus in order to allow the community to come together during gun violence related tragedies & honor the lives lost while trying to make a change.,Independent Student Organization,Active,,,https://www.instagram.com/studentsdemanduo/,,,CSI Registered Student Organizations
359186,Federalist Society,FedSoc,"<p>The Federalist Society is founded on the principles that the state exists to preserve freedom, that the separation of governmental powers is central to our Constitution, and that it is emphatically the province and duty of the judiciary to say what the law is, not what it should be.</p>\r\n<p>The Federalist Society seeks both to promote an awareness of these principles and to further their application through its activities. This entails reordering priorities within the legal system to place a premium on individual liberty, traditional values, and the rule of law. It also requires restoring the recognition of the importance of these norms among lawyers, judges, and law professors.</p>\r\n<p>The Federalist Society's chief goal is to foster balanced and open debate about the fundamental principles of individual freedom and limited government, and about the idea that courts should say what the law is rather than what they wish it to be. Our members hold diverse and often conflicting views on a broad range of issues. Membership is open to anyone who wants to join.</p>\r\n<p>We promote awareness of Federalist principles at the University of Oregon by organizing activities such as speeches and debates by noted legal scholars and intellectuals.</p>",FedSoc's chief goal is to foster balanced and open debate about the fundamental principles of individual freedom and limited government. Our members hold diverse and often conflicting views on a broad range of issues.,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
359455,The Rad Fat People,TRFP,"<p>This is a club that is starting to give fat bodies a place to be celebrated and empowered and stray away from toxic positivity. It is also a safe space to discuss different topics that affect our bodies and well-being such as fatphobia, ableism, etc.&nbsp;</p>","The Rad Fat People is an inspiring club/organization on the UO campus that wants to empower fat bodies! The act of being radical is the act of going against the social, heteronormative concepts! Fat bodies are rad bodies and deserve to be celebrated. ",Independent Student Organization,Frozen,https://www.instagram.com/radfatpeople/,,,,,CSI Registered Student Organizations
361402,Men’s Health Advocates ,MHA,"<p><span style=""font-weight: 400;"">The Men&rsquo;s Health Advocates (MHA) will serve to promote and foster a safe environment conducive to open discussions on topics and issues related to men&rsquo;s health and well-being. It will work to advocate, create, and expand both on and off campus men&rsquo;s health resources in support of the male identifying population across the University of Oregon&rsquo;s community. This will be done both in-person and online through the creation of various social media channels. The group will also provide a space for group members and UO community members to come together to collaborate on initiatives and other projects intended to highlight and address the intersectionality of various health challenges unique to the male identifying community members at the UO, specific to the context of the university environment.&nbsp;</span></p>",The Men’s Health Advocates (MHA) will serve to promote and foster a safe environment conducive to open discussions on topics and issues related to men’s health and well-being,Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
362375,Food Justice Initiative,,"<p>Food justice is an emerging field addressing food insecurity through a social justice lens. Its goal is to address the&nbsp;universal lack of culturally appropriate, nutritious, and affordable foods. Our organization is for students interested in food systems, food policy, nutrition, social justice, and many more related fields because they all play an important role in establishing food security. Our organization is a place for learning, having conversations, networking to potential opportunities, and participating in various projects.&nbsp;</p>","The Food Justice Initiative is for students interested in learning about the intersection of food insecurity and social justice. We strive to address the universal lack of culturally-appropriate, nutritious, and affordable foods.",Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
363013,Taking Up Space,TUS,,Taking Up Space is an open invitation to all creatives who want to connect and collaborate with other people of color. We prepare members for the industry ahead through passion projects and career development while also supporting a safe space for BIPOC.,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
363041,Students of Eugene Bird Society,Bird Society (SoEBS),"<p style=""text-align: left;""><span style=""font-weight: 400;"">As a club, our goal is to&nbsp;</span>increase the ecological education specific to birds in the city of Eugene, and provide opportunities for college students to learn about birds and their respective environments. Additionally, we like to&nbsp;<span style=""font-weight: 400;"">focus on a</span>dvocacy projects around the community: Including working through the university policy and their own principles regarding bird safe infrastructure and avian conservation on campus.</p>","Education-based and advocacy organization committed to providing all students with an outlet to birding and related avian conservation efforts in and around Eugene, OR.",Independent Student Organization,Active,,,https://www.instagram.com/soebirdsociety/?hl=en,,,CSI Registered Student Organizations
367426,Tibetan Student Union,TSU,<p>University of Oregon's official Tibetan Student Union spreading cultural awareness and information about Tibet through various activities and gatherings.</p>,University of Oregon's official Tibetan Student Union spreading cultural awareness and information about Tibet through various activities and gatherings.,Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
367565,Mending Mindsets,,"<p>Mending Mindsets helps people de-stress by using&nbsp;positive thinking to increase mental well-being. We aim to help others feel more optimistic during high-stress times especially midterms and finals weeks through shared listening experiences artistic expression, and group physical activities. We want others to know it's ok to not be okay.&nbsp;Hope to see you soon!❤️</p>",Mending Mindsets uses positive thinking to increase mental well-being. Come here to de-stress through various activities and join a supportive community who encourages you to be the best version possible.,Independent Student Organization,Active,,,http://instagram.com/uomendingmindsets,,,CSI Registered Student Organizations
367711,K-Pop Club at UO,,"<p>A nice place to meet fellow K-Pop fans and talk about your favorite groups. We also will watch music videos to help expose new members to different groups. We listen to our members about their favorite groups while collaborating on themes of the week for songs. Follow us @kpopclub_UO on Instagram to see more and meeting updates! Our discord is linked in our link tree to talk with other members of the club!</p>\r\n<p><a title=""K-Pop Club at UO"" href=""https://discord.gg/x8HxKtzU"">https://discord.gg/x8HxKtzU</a></p>",A nice place to meet fellow K-Pop fans and talk about your favorite groups. We also will watch music videos to help expose new members to different groups. Follow us @kpopclub_UO on Instagram & discord to see more and meeting updates! ,Independent Student Organization,Active,https://linktr.ee/kpopclub_UO,,http://www.instagram.com/kpopclub_uo,,,CSI Registered Student Organizations
368105,Neurodiversity Alliance at UO,NAU,"<p>The goals of the Neurodiversity Alliance is t<span style=""font-weight: 400;"">o make a space where neurodivergent students can connect with each other, work together to advocate for the success of neurodivergent students at UO, and mentor each other through getting connected with resources, accomplishing our academic and career goals, and brainstorming ideas that can help make college easier for diverse minds.&nbsp;</span></p>\r\n<p><span style=""font-weight: 400;"">We currently meet biweekly with a discussion topic relevant to college success as neurodivergent people, such as getting help through the AEC, study tips, or managing having roommates. We also have events to socialize with each other (like fidget toy swaps) and plan to hold events to educate on and advocate for neurodivergent issues on campus, especially for faculty and staff that have a high likelihood of working with neurodivergent students.&nbsp;</span></p>\r\n<p><span style=""font-weight: 400;"">The club is run entirely by neurodivergent students. All the current campus resources that exist for us are helpful, but are run by neurotypical people. We believe that neurodivergent leadership and mentoring from neurodivergent grad students and upperclassmen could make a big difference to the success of neurodivergent students at UO. Neurodivergent students are statistically more likely to drop out of college because they don't get the help that they need, and these issues disproportionately affect neurodivergent women and people of color who are less likely to be able get a diagnosis or services. The Neurodiversity Alliance gives us a place to work together and advocate for each other in community and know that we are not alone.&nbsp;</span></p>","A space where neurodivergent students can connect and work together to mentor each other and brainstorm ideas to be successful in our academic and career goals, advocate for neurodivergent students at UO, and connect with resources.",Independent Student Organization,Active,Discord Link: https://discord.gg/YUrhewes42,,,,,CSI Registered Student Organizations
368473,Google Developer Student Club University of Oregon,GDSC UO,,We’re Google Developer Student Club University of Oregon! GDSCs are community groups for college and university students interested in Google developer tech.,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
369057,UpBeat UO Tap Club,UpBeat UO,,"We hope to provide weekly meetings where participants can learn, practice and create in the realm of Tap Dance. All levels of experience are welcome!",Department Facilitated,Active,,,,,,CSI Registered Student Organizations
369168,"Citizens' Climate Lobby, University of Oregon Chapter",CCL@UO,"<p>There are over 600 chapters in the United States, including this new chapter that is comprised of University of Oregon students. It's student-run club that uses CCL as a platform to work on climate change policy. Through presentations, lobbying, and discussions, CCL@UO will spread climate news and give students a chance to make a difference in the fight for climate change.&nbsp;</p>","Citizens' Climate Lobby (CCL) is a nonprofit, nonpartisan organization that focuses on national policies to address climate change. This club is a new chapter for CCL, and will be made up of University of Oregon students who care about the climate. ",Independent Student Organization,Active,,https://www.facebook.com/CitizensClimateLobby,,,https://www.youtube.com/c/CitizensClimateLobby,CSI Registered Student Organizations
369336,National Association of Black Journalists,NABJ,"<p>Collective of BIPOC students who produce content and collaborate on portfolio work centering around social justice, entertainment and culture. We are a safe space for multimedia projects that reflect our student body's diverse upbringings.&nbsp;</p>\r\n<p>Any small creative idea is possible with the help of community and other creative minds in the club.&nbsp;</p>","Collective of BIPOC students who produce content and collaborate on portfolio work centering around social justice, entertainment and culture. We are a safe space for multimedia projects that reflect our student body's diverse upbringings.",Department Facilitated,Active,www.wethecookout.com,,,,,CSI Registered Student Organizations
369358,WE the Ensemble,WTE,"<p>The organization serves to promote and be an advocate for music education, particularly for people with disability and/or those from underserved communities. Our organization aims to spread awareness of accessibility and the use of music in special education and in community settings. We hope to provide a space where everyone feels not only welcomed but encouraged and invigorated by their soon-to-be musical endeavors. Our ultimate goal for this club is to form an ensemble group that consists of our members and host an end-of-the-year showcase/performance to a small group of audience.&nbsp;</p>","WE the Ensemble is a club committed to teaching students with disability music education and instrument literacy by offering fun, interactive activities and hands-on experimentation with different musical instruments. ",Independent Student Organization,Active,,,,,,CSI Registered Student Organizations
369458,Just1Mike ,,"<p>The Just1Mike student-formed club is dedicated to raising funds for installing Automated External Defibrillators (AEDs) in public areas, in partnership with the nonprofit organization Just1Mike. AEDs are life-saving devices that can be used to revive individuals experiencing sudden cardiac arrest, and the club recognizes the importance of making them more accessible to the public. Through various fundraising events and initiatives, the club aims to raise awareness and funds for the cause, with the goal of making a positive impact on the community's health and well-being. By partnering with Just1Mike, they hope to further expand their reach and make a meaningful difference in saving lives.&nbsp;the student-formed club at the University of Oregon aims to install AEDs in popular areas of exercise, such as parks, recreational centers, and fitness clubs. They recognize that sudden cardiac arrest can happen to anyone, regardless of age or fitness level, and having AEDs readily available in areas where people engage in physical activity can greatly increase the chances of survival in case of an emergency. By targeting these areas, the club hopes to make a significant impact on the community's health and safety, and encourage individuals to lead healthier, more active lifestyles.</p>","The Just1Mike student-formed club is dedicated to raising funds for installing Automated External Defibrillators (AEDs) in public areas, in partnership with the nonprofit organization Just1Mike. ",Independent Student Organization,Active,https://www.just1mike.org,,,,,CSI Registered Student Organizations
369696,Women's Gender and Sexuality Studies Interest Collective,WGSS Interest Collective,,Our goal is to foster an inclusive community of all identities and be open to all majors. Weekly discussions about topics ranging from structural oppression to intersectional feminist theory. A peer-lead space to get to know like-minded people at the UO,Department Facilitated,Active,,,,,,CSI Registered Student Organizations
369757,Artificial Intelligence Student Association,AISA,"<p>Dear UO Community,</p>\r\n<p>I am excited to announce the creation of the Artificial Intelligence Student Association (AISA) at the University of Oregon. Our goal is to bring together students from various disciplines to explore and learn about the impact of Artificial Intelligence across industries, including law, healthcare, finance, and more.</p>\r\n<p>As we are all aware, AI is rapidly changing how we live and work, transforming industries and improving processes. In the legal field, AI can revolutionize legal research, document review, case outcome prediction, contract analysis, and risk management.</p>\r\n<p>As future professionals, we must understand the implications of these advancements and how they will shape our careers. AISA's mission is to educate and inform students about the practical applications of AI and its potential to enhance and revolutionize industry.</p>\r\n<p>As a new club, we are dedicated to providing members with opportunities to learn the necessary skills to work with AI through guest speakers, panel discussions, networking, and hands-on projects. We value interdisciplinary collaboration and welcome students from all backgrounds to join us in exploring the full potential of AI.</p>\r\n<p>If you are interested in learning more about AI and its impact, we would be delighted to have you as a member of AISA. Please don't hesitate to contact me at spechter@uoregon.edu with any questions or to join the club.</p>\r\n<p>&nbsp;</p>\r\n<p>Best regards,</p>\r\n<p>&nbsp;</p>\r\n<p>Sam Pechter</p>\r\n<p>President, Artificial Intelligence Student Association</p>\r\n<p>University of Oregon</p>","We welcome students from all backgrounds to join AISA, as we believe that interdisciplinary collaboration is critical to understanding the full potential of AI. If you are interested in learning more about AI and its impact on your field, we welcome you.",Department Facilitated,Active,,,,,,CSI Registered Student Organizations
369758,Oregon Law Technology Club,OLTC,"<p>Join the Oregon Law Technology Club</p>\r\n<p>Hello UO Students,</p>\r\n<p>We are excited to announce the formation of the Oregon Law Technology Club (OLTC) at the University of Oregon. The club aims to provide a community for law students to gain insight and knowledge about the latest developments and trends in technology law. This field is increasingly relevant today as technology continues to shape our society and the legal profession.</p>\r\n<p>Technology law is a rapidly growing and evolving field that covers many issues, such as privacy, data protection, intellectual property, and cybersecurity. As technology continues to impact almost every aspect of our lives, the need for professionals with knowledge in technology law has never been greater.</p>\r\n<p>OLTC will allow students to engage in discussions, attend guest speaker events, and gain a deeper understanding of technology law and its impact on society. The club welcomes students from all backgrounds, whether they have prior experience in technology law or are simply interested in learning more.</p>\r\n<p>If you are interested in joining OLTC, please contact me via email (spechter@uoregon.edu). We look forward to welcoming you to the club and sharing our passion for technology law.</p>\r\n<p>Best,</p>\r\n<p>Samuel Pechter</p>\r\n<p>President of OLTC</p>\r\n<p>&nbsp;</p>\r\n<p>Here are some examples of the Impact of technology law (and a basis for future discussion):</p>\r\n<p>The rapid growth of e-commerce has led to new legal issues related to consumer protection, data privacy, and intellectual property.</p>\r\n<p>The development of autonomous vehicles and drones raises questions about liability, regulation, and safety.</p>\r\n<p>The use of artificial intelligence in decision-making and predictive analytics has significant implications for civil rights, data privacy, and accountability.</p>\r\n<p>Cybersecurity threats and data breaches are becoming more common, with severe consequences for businesses, governments, and individuals.</p>\r\n<p>The increasing use of blockchain technology in various industries, such as finance, healthcare, and logistics, has implications for smart contracts, digital identity, and data security.</p>\r\n<p>The rise of social media and online platforms has raised questions about online speech, hate speech, and disinformation.</p>\r\n<p>The increasing use of big data and analytics has implications for data privacy and protection, as well as bias and discrimination.</p>\r\n<p>Using technology in the criminal justice system raises questions about due process, surveillance, and algorithms in decision-making.</p>\r\n<p>The deployment of Internet of Things (IoT) devices in various fields, such as smart cities, agriculture, and manufacturing, has implications for data privacy, security, and regulation.</p>","OLTC will allow students to engage in discussions, attend guest speaker events, and gain a deeper understanding of technology law and its impact on society. The club welcomes students from all backgrounds. Please reach out!",Department Facilitated,Active,,,,,,CSI Registered Student Organizations
298413,HOCKEY,HOCKEY,"<p>Ice hockey is a competitive team that competes in the American Collegiate Hockey Association, Division II. The season lasts from end of September to middle of February.</p>","Ice hockey is a competitive team that competes in the American Collegiate Hockey Association, Division II. The season lasts from end of September to middle of February.",Default,Active,,,,http://twitter.com/Oregon_Hockey,,Club Sports
298414,SWIM,SWIM CLUB,<p>Swim Club through University of Oregon Club Sports. We welcome swimmers of all levels and ability. We are a group of swimmers that train and compete together on a competitive yet relaxed level. We encourage anyone interested to contact us to learn more.</p>,Swim Club through University of Oregon Club Sports. We welcome swimmers of all levels and ability.  We are a group of swimmers that train and compete together on a competitive yet relaxed level.  We encourage anyone interested to contact us to learn more.,Default,Active,,http://facebook.com/uoswim,,http://twitter.com/UOSwimClub,,Club Sports
